method,training_seed,eval_seed,protocol,case_index,episode,start_idx,success,perturb_x,perturb_y
intact_direct,0,42,p02,19,4497,18,0,-0.014086427167057991,0.014197626151144505
intact_direct,0,42,p02,20,4498,18,1,-0.015464579686522484,-0.012682538479566574
intact_direct,0,42,p02,21,4995,21,1,-0.018591856583952904,-0.007371763698756695
intact_direct,0,42,p02,22,5126,19,1,0.01875264383852482,-0.006952578201889992
intact_direct,0,42,p02,23,5251,20,1,0.01911986619234085,0.005867771804332733
intact_direct,0,42,p02,24,5436,105,1,0.017747335135936737,-0.009221285581588745
intact_direct,0,42,p02,25,5531,109,1,-0.01717192679643631,0.010253045707941055
intact_direct,0,42,p02,26,6312,18,1,-0.01990359276533127,0.0019613776821643114
intact_direct,0,42,p02,27,6434,20,1,-0.017503542825579643,-0.009676053188741207
intact_direct,0,42,p02,28,6533,105,1,-0.00812631007283926,0.013623480685055256
intact_direct,0,42,p02,29,6781,20,1,-0.00042894246871583164,0.019995398819446564
intact_direct,0,42,p02,30,6967,19,1,0.002100243465974927,-0.017030656337738037
intact_direct,0,42,p02,31,7005,107,1,-0.01997859589755535,0.0009250336443074048
intact_direct,0,42,p02,32,7168,111,1,0.015755094587802887,-0.012319781817495823
intact_direct,0,42,p02,33,7340,18,1,0.004572113044559956,0.01147629413753748
intact_direct,0,42,p02,34,7567,19,1,0.006931949872523546,-0.018760278820991516
intact_direct,0,42,p02,35,7595,17,1,0.004477125126868486,-0.019492443650960922
intact_direct,0,42,p02,36,7728,15,1,-0.017456859350204468,0.009760023094713688
intact_direct,0,42,p02,37,7782,108,1,0.017502008005976677,-0.009678828530013561
intact_direct,0,42,p02,38,7807,19,1,-0.0010629261378198862,-0.01992800086736679
intact_direct,0,42,p02,39,7848,105,1,-0.018310554325580597,0.008045096881687641
intact_direct,0,42,p02,40,8219,20,1,0.019997799769043922,-0.00029671224183402956
intact_direct,0,42,p02,41,8274,103,1,-0.008105752989649773,0.01828378438949585
intact_direct,0,42,p02,42,8396,18,1,-0.0022448610980063677,-0.019873615354299545
intact_direct,0,42,p02,43,8594,20,1,0.0024276678450405598,0.00549807446077466
intact_direct,0,42,p02,44,8598,18,0,-0.01496373862028122,-0.013269760645925999
intact_direct,0,42,p02,45,8878,18,1,-0.018055863678455353,-0.008601498790085316
intact_direct,0,42,p02,46,8929,19,1,0.005429376382380724,0.019248945638537407
intact_direct,0,42,p02,47,9275,109,1,-0.017775582149624825,-0.009166715666651726
intact_direct,0,42,p02,48,9710,16,1,-0.013903157785534859,0.014377141371369362
intact_direct,0,42,p02,49,9752,108,1,-0.004127465188503265,0.01956946589052677
intact_direct,0,42,p03,0,648,17,0,0.004498576745390892,-0.029660794883966446
intact_direct,0,42,p03,1,686,22,0,-0.017281100153923035,-0.02452271431684494
intact_direct,0,42,p03,2,868,18,0,0.021535193547606468,0.020886249840259552
intact_direct,0,42,p03,3,897,19,0,-0.026888318359851837,-0.013304824940860271
intact_direct,0,42,p03,4,923,17,0,0.02487626112997532,-0.01676817238330841
intact_direct,0,42,p03,5,941,107,0,-0.0015446043107658625,-0.029960209503769875
intact_direct,0,42,p03,6,1264,22,0,-0.0213855542242527,0.019454777240753174
intact_direct,0,42,p03,7,1646,19,1,-0.019534161314368248,0.0007675719098187983
intact_direct,0,42,p03,8,1807,18,0,0.0069891903549432755,-0.029174495488405228
intact_direct,0,42,p03,9,1990,19,0,0.028059400618076324,-0.010614613071084023
intact_direct,0,42,p03,10,2241,110,0,-0.02240796759724617,-0.019947003573179245
intact_direct,0,42,p03,11,2747,21,0,0.029926711693406105,0.0020956809166818857
intact_direct,0,42,p03,12,3527,18,0,0.005166870541870594,0.029551707208156586
intact_direct,0,42,p03,13,3682,105,1,0.014823166653513908,-0.026082057505846024
intact_direct,0,42,p03,14,3996,15,0,-0.004483276046812534,-0.02966311201453209
intact_direct,0,42,p03,15,4317,19,0,-0.01205842662602663,-0.027469880878925323
intact_direct,0,42,p03,16,4372,18,0,-0.010870334692299366,0.027961326763033867
intact_direct,0,42,p03,17,4414,17,1,-0.013247262686491013,-0.01571466028690338
intact_direct,0,42,p03,18,4442,19,1,-0.013499293476343155,0.02679121308028698
intact_direct,0,42,p03,19,4497,18,0,-0.01824342831969261,0.021296439692378044
intact_direct,0,42,p03,20,4498,18,1,-0.02319686859846115,-0.01902380771934986
intact_direct,0,42,p03,21,4995,21,0,-0.02788778394460678,-0.01105764601379633
intact_direct,0,42,p03,22,5126,19,0,0.028128966689109802,-0.010428867302834988
intact_direct,0,42,p03,23,5251,20,0,0.028679797425866127,0.0088016577064991
intact_direct,0,42,p03,24,5436,105,0,0.026621002703905106,-0.013831928372383118
intact_direct,0,42,p03,25,5531,109,0,-0.025757888332009315,0.015379568561911583
intact_direct,0,42,p03,26,6312,18,0,-0.029855389147996902,0.002942066639661789
intact_direct,0,42,p03,27,6434,20,1,-0.02625531330704689,-0.014514079317450523
intact_direct,0,42,p03,28,6533,105,1,-0.00812631007283926,0.02043522149324417
intact_direct,0,42,p03,29,6781,20,1,-0.0006434136885218322,0.029993100091814995
intact_direct,0,42,p03,30,6967,19,1,0.002100243465974927,-0.025545982643961906
intact_direct,0,42,p03,31,7005,107,1,-0.0299678947776556,0.0013875503791496158
intact_direct,0,42,p03,32,7168,111,1,0.02363264001905918,-0.018479671329259872
intact_direct,0,42,p03,33,7340,18,1,0.006858169566839933,0.01147629413753748
intact_direct,0,42,p03,34,7567,19,1,0.010397925041615963,-0.028140418231487274
intact_direct,0,42,p03,35,7595,17,0,0.006715687923133373,-0.029238665476441383
intact_direct,0,42,p03,36,7728,15,1,-0.0261852890253067,0.01464003510773182
intact_direct,0,42,p03,37,7782,108,1,0.02625301107764244,-0.014518242329359055
intact_direct,0,42,p03,38,7807,19,0,-0.0010629261378198862,-0.029892001301050186
intact_direct,0,42,p03,39,7848,105,1,-0.027465831488370895,0.012067644856870174
intact_direct,0,42,p03,40,8219,20,0,0.02999669872224331,-0.0004450683481991291
intact_direct,0,42,p03,41,8274,103,1,-0.012158630415797234,0.027425676584243774
intact_direct,0,42,p03,42,8396,18,0,-0.0033672915305942297,-0.029810423031449318
intact_direct,0,42,p03,43,8594,20,1,0.0024276678450405598,0.008247111923992634
intact_direct,0,42,p03,44,8598,18,0,-0.02244560793042183,-0.019904641434550285
intact_direct,0,42,p03,45,8878,18,0,-0.02117340825498104,-0.012902247719466686
intact_direct,0,42,p03,46,8929,19,0,0.00814406480640173,0.028873417526483536
intact_direct,0,42,p03,47,9275,109,1,-0.02666337415575981,-0.013750073499977589
intact_direct,0,42,p03,48,9710,16,0,-0.020854737609624863,0.021565712988376617
intact_direct,0,42,p03,49,9752,108,1,-0.006191198248416185,0.029354199767112732
intact_direct,0,42,p04,0,648,17,0,0.005998102482408285,-0.03954772651195526
intact_direct,0,42,p04,1,686,22,0,-0.023041468113660812,-0.032696954905986786
intact_direct,0,42,p04,2,868,18,0,0.028713591396808624,0.02784833312034607
intact_direct,0,42,p04,3,897,19,0,-0.035851091146469116,-0.01773976720869541
intact_direct,0,42,p04,4,923,17,0,0.03316834941506386,-0.02235756441950798
intact_direct,0,42,p04,5,941,107,0,-0.002059472491964698,-0.03994694724678993
intact_direct,0,42,p04,6,1264,22,0,-0.0213855542242527,0.0259397029876709
intact_direct,0,42,p04,7,1646,19,1,-0.026045547798275948,0.0007675719098187983
intact_direct,0,42,p04,8,1807,18,0,0.009318920783698559,-0.03889932855963707
intact_direct,0,42,p04,9,1990,19,0,0.03741253539919853,-0.01415281742811203
intact_direct,0,42,p04,10,2241,110,0,-0.024838142096996307,-0.026596004143357277
intact_direct,0,42,p04,11,2747,21,0,0.03990228474140167,0.002794241067022085
intact_direct,0,42,p04,12,3527,18,0,0.006889160722494125,0.039402276277542114
intact_direct,0,42,p04,13,3682,105,0,0.01976422220468521,-0.034776076674461365
intact_direct,0,42,p04,14,3996,15,0,-0.005977701395750046,-0.039550814777612686
intact_direct,0,42,p04,15,4317,19,0,-0.016077902168035507,-0.036626506596803665
intact_direct,0,42,p04,16,4372,18,0,-0.01449377927929163,0.03728177025914192
intact_direct,0,42,p04,17,4414,17,1,-0.013247262686491013,-0.02095288224518299
intact_direct,0,42,p04,18,4442,19,0,-0.017999058589339256,0.03572161868214607
intact_direct,0,42,p04,19,4497,18,0,-0.01824342831969261,0.02839525230228901
intact_direct,0,42,p04,20,4498,18,0,-0.030929159373044968,-0.025365076959133148
intact_direct,0,42,p04,21,4995,21,0,-0.03718371316790581,-0.01474352739751339
intact_direct,0,42,p04,22,5126,19,0,0.03750528767704964,-0.013905156403779984
intact_direct,0,42,p04,23,5251,20,0,0.0382397323846817,0.011735543608665466
intact_direct,0,42,p04,24,5436,105,0,0.035494670271873474,-0.01844257116317749
intact_direct,0,42,p04,25,5531,109,0,-0.03434385359287262,0.02050609141588211
intact_direct,0,42,p04,26,6312,18,0,-0.03980718553066254,0.003922755364328623
intact_direct,0,42,p04,27,6434,20,0,-0.035007085651159286,-0.019352106377482414
intact_direct,0,42,p04,28,6533,105,1,-0.00812631007283926,0.027246961370110512
intact_direct,0,42,p04,29,6781,20,0,-0.0008578849374316633,0.03999079763889313
intact_direct,0,42,p04,30,6967,19,0,0.002100243465974927,-0.034061312675476074
intact_direct,0,42,p04,31,7005,107,0,-0.0399571917951107,0.0018500672886148095
intact_direct,0,42,p04,32,7168,111,0,0.031510189175605774,-0.024639563634991646
intact_direct,0,42,p04,33,7340,18,1,0.009144226089119911,0.01147629413753748
intact_direct,0,42,p04,34,7567,19,0,0.013863899745047092,-0.03752055764198303
intact_direct,0,42,p04,35,7595,17,0,0.008954250253736973,-0.038984887301921844
intact_direct,0,42,p04,36,7728,15,0,-0.034913718700408936,0.019520046189427376
intact_direct,0,42,p04,37,7782,108,0,0.035004016011953354,-0.019357657060027122
intact_direct,0,42,p04,38,7807,19,0,-0.0010629261378198862,-0.03985600173473358
intact_direct,0,42,p04,39,7848,105,0,-0.036621108651161194,0.016090193763375282
intact_direct,0,42,p04,40,8219,20,0,0.039995599538087845,-0.0005934244836680591
intact_direct,0,42,p04,41,8274,103,0,-0.016211505979299545,0.0365675687789917
intact_direct,0,42,p04,42,8396,18,0,-0.004489722196012735,-0.03974723070859909
intact_direct,0,42,p04,43,8594,20,1,0.0024276678450405598,0.01099614892154932
intact_direct,0,42,p04,44,8598,18,0,-0.02992747724056244,-0.026539521291851997
intact_direct,0,42,p04,45,8878,18,0,-0.02117340825498104,-0.01720299758017063
intact_direct,0,42,p04,46,8929,19,0,0.010858752764761448,0.038497891277074814
intact_direct,0,42,p04,47,9275,109,0,-0.03109803795814514,-0.01833343133330345
intact_direct,0,42,p04,48,9710,16,0,-0.027806315571069717,0.028754282742738724
intact_direct,0,42,p04,49,9752,108,0,-0.00825493037700653,0.03913893178105354
intact_direct,42,42,original,0,638,29,1,0.0,0.0
intact_direct,42,42,original,1,679,34,1,0.0,0.0
intact_direct,42,42,original,2,859,76,1,0.0,0.0
intact_direct,42,42,original,3,892,85,1,0.0,0.0
intact_direct,42,42,original,4,921,61,1,0.0,0.0
intact_direct,42,42,original,5,941,132,1,0.0,0.0
intact_direct,42,42,original,6,1281,19,1,0.0,0.0
intact_direct,42,42,original,7,1652,49,1,0.0,0.0
intact_direct,42,42,original,8,1825,82,1,0.0,0.0
intact_direct,42,42,original,9,2014,114,1,0.0,0.0
intact_direct,42,42,original,10,2272,64,1,0.0,0.0
intact_direct,42,42,original,11,2767,102,1,0.0,0.0
intact_direct,42,42,original,12,3545,43,1,0.0,0.0
intact_direct,42,42,original,13,3707,162,1,0.0,0.0
intact_direct,42,42,original,14,4024,16,1,0.0,0.0
intact_direct,42,42,original,15,4330,7,1,0.0,0.0
intact_direct,42,42,original,16,4388,117,1,0.0,0.0
intact_direct,42,42,original,17,4434,16,1,0.0,0.0
intact_direct,42,42,original,18,4456,152,1,0.0,0.0
intact_direct,42,42,original,19,4503,137,1,0.0,0.0
intact_direct,42,42,original,20,4504,96,1,0.0,0.0
intact_direct,42,42,original,21,5003,76,1,0.0,0.0
intact_direct,42,42,original,22,5132,29,1,0.0,0.0
intact_direct,42,42,original,23,5264,118,1,0.0,0.0
intact_direct,42,42,original,24,5454,39,1,0.0,0.0
intact_direct,42,42,original,25,5545,140,1,0.0,0.0
intact_direct,42,42,original,26,6316,107,1,0.0,0.0
intact_direct,42,42,original,27,6438,99,1,0.0,0.0
intact_direct,42,42,original,28,6545,95,1,0.0,0.0
intact_direct,42,42,original,29,6779,32,1,0.0,0.0
intact_direct,42,42,original,30,6973,90,1,0.0,0.0
intact_direct,42,42,original,31,7005,35,1,0.0,0.0
intact_direct,42,42,original,32,7174,110,1,0.0,0.0
intact_direct,42,42,original,33,7357,64,1,0.0,0.0
intact_direct,42,42,original,34,7580,148,1,0.0,0.0
intact_direct,42,42,original,35,7611,42,1,0.0,0.0
intact_direct,42,42,original,36,7739,61,1,0.0,0.0
intact_direct,42,42,original,37,7783,146,1,0.0,0.0
intact_direct,42,42,original,38,7815,99,1,0.0,0.0
intact_direct,42,42,original,39,7860,86,1,0.0,0.0
intact_direct,42,42,original,40,8227,90,1,0.0,0.0
intact_direct,42,42,original,41,8276,44,1,0.0,0.0
intact_direct,42,42,original,42,8397,58,1,0.0,0.0
intact_direct,42,42,original,43,8582,149,1,0.0,0.0
intact_direct,42,42,original,44,8585,134,1,0.0,0.0
intact_direct,42,42,original,45,8878,144,1,0.0,0.0
intact_direct,42,42,original,46,8931,35,1,0.0,0.0
intact_direct,42,42,original,47,9267,90,1,0.0,0.0
intact_direct,42,42,original,48,9706,168,1,0.0,0.0
intact_direct,42,42,original,49,9756,2,1,0.0,0.0
intact_direct,42,42,p00,0,648,17,1,0.0,0.0
intact_direct,42,42,p00,1,686,22,1,0.0,0.0
intact_direct,42,42,p00,2,868,18,1,0.0,0.0
intact_direct,42,42,p00,3,897,19,1,0.0,0.0
intact_direct,42,42,p00,4,923,17,1,0.0,0.0
intact_direct,42,42,p00,5,941,107,1,0.0,0.0
intact_direct,42,42,p00,6,1264,22,1,0.0,0.0
intact_direct,42,42,p00,7,1646,19,1,0.0,0.0
intact_direct,42,42,p00,8,1807,18,1,0.0,0.0
intact_direct,42,42,p00,9,1990,19,1,0.0,0.0
intact_direct,42,42,p00,10,2241,110,1,0.0,0.0
intact_direct,42,42,p00,11,2747,21,1,0.0,0.0
intact_direct,42,42,p00,12,3527,18,1,0.0,0.0
intact_direct,42,42,p00,13,3682,105,1,0.0,0.0
intact_direct,42,42,p00,14,3996,15,1,0.0,0.0
intact_direct,42,42,p00,15,4317,19,1,0.0,0.0
intact_direct,42,42,p00,16,4372,18,1,0.0,0.0
intact_direct,42,42,p00,17,4414,17,1,0.0,0.0
intact_direct,42,42,p00,18,4442,19,1,0.0,0.0
intact_direct,42,42,p00,19,4497,18,1,0.0,0.0
intact_direct,42,42,p00,20,4498,18,1,0.0,0.0
intact_direct,42,42,p00,21,4995,21,1,0.0,0.0
intact_direct,42,42,p00,22,5126,19,1,0.0,0.0
intact_direct,42,42,p00,23,5251,20,1,0.0,0.0
intact_direct,42,42,p00,24,5436,105,1,0.0,0.0
intact_direct,42,42,p00,25,5531,109,1,0.0,0.0
intact_direct,42,42,p00,26,6312,18,1,0.0,0.0
intact_direct,42,42,p00,27,6434,20,1,0.0,0.0
intact_direct,42,42,p00,28,6533,105,1,0.0,0.0
intact_direct,42,42,p00,29,6781,20,1,0.0,0.0
intact_direct,42,42,p00,30,6967,19,1,0.0,0.0
intact_direct,42,42,p00,31,7005,107,1,0.0,0.0
intact_direct,42,42,p00,32,7168,111,1,0.0,0.0
intact_direct,42,42,p00,33,7340,18,1,0.0,0.0
intact_direct,42,42,p00,34,7567,19,1,0.0,0.0
intact_direct,42,42,p00,35,7595,17,1,0.0,0.0
intact_direct,42,42,p00,36,7728,15,1,0.0,0.0
intact_direct,42,42,p00,37,7782,108,1,0.0,0.0
intact_direct,42,42,p00,38,7807,19,1,0.0,0.0
intact_direct,42,42,p00,39,7848,105,1,0.0,0.0
intact_direct,42,42,p00,40,8219,20,1,0.0,0.0
intact_direct,42,42,p00,41,8274,103,1,0.0,0.0
intact_direct,42,42,p00,42,8396,18,1,0.0,0.0
intact_direct,42,42,p00,43,8594,20,1,0.0,0.0
intact_direct,42,42,p00,44,8598,18,1,0.0,0.0
intact_direct,42,42,p00,45,8878,18,1,0.0,0.0
intact_direct,42,42,p00,46,8929,19,1,0.0,0.0
intact_direct,42,42,p00,47,9275,109,1,0.0,0.0
intact_direct,42,42,p00,48,9710,16,1,0.0,0.0
intact_direct,42,42,p00,49,9752,108,1,0.0,0.0
intact_direct,42,42,p01,0,648,17,1,0.0014995256206020713,-0.009886931627988815
intact_direct,42,42,p01,1,686,22,1,-0.005760367028415203,-0.008174238726496696
intact_direct,42,42,p01,2,868,18,1,0.007178397849202156,0.006962083280086517
intact_direct,42,42,p01,3,897,19,1,-0.008962772786617279,-0.004434941802173853
intact_direct,42,42,p01,4,923,17,1,0.008292087353765965,-0.005589391104876995
intact_direct,42,42,p01,5,941,107,1,-0.0005148681229911745,-0.009986736811697483
intact_direct,42,42,p01,6,1264,22,1,-0.007612209767103195,0.006484925746917725
intact_direct,42,42,p01,7,1646,19,1,-0.006511386949568987,0.0007675719098187983
intact_direct,42,42,p01,8,1807,18,1,0.0023297301959246397,-0.009724832139909267
intact_direct,42,42,p01,9,1990,19,1,0.009353133849799633,-0.0035382043570280075
intact_direct,42,42,p01,10,2241,110,1,-0.00746932253241539,-0.006649001035839319
intact_direct,42,42,p01,11,2747,21,1,0.009975571185350418,0.0006985602667555213
intact_direct,42,42,p01,12,3527,18,1,0.0017222901806235313,0.009850569069385529
intact_direct,42,42,p01,13,3682,105,1,0.004941055551171303,-0.008694019168615341
intact_direct,42,42,p01,14,3996,15,1,-0.0014944253489375114,-0.009887703694403172
intact_direct,42,42,p01,15,4317,19,1,-0.004019475542008877,-0.009156626649200916
intact_direct,42,42,p01,16,4372,18,1,-0.0036234448198229074,0.00932044256478548
intact_direct,42,42,p01,17,4414,17,1,-0.008518277667462826,-0.005238220561295748
intact_direct,42,42,p01,18,4442,19,1,-0.004499764647334814,0.008930404670536518
intact_direct,42,42,p01,19,4497,18,1,-0.0070432135835289955,0.007098813075572252
intact_direct,42,42,p01,20,4498,18,1,-0.007732289843261242,-0.006341269239783287
intact_direct,42,42,p01,21,4995,21,1,-0.009295928291976452,-0.0036858818493783474
intact_direct,42,42,p01,22,5126,19,1,0.00937632191926241,-0.003476289100944996
intact_direct,42,42,p01,23,5251,20,1,0.009559933096170425,0.0029338859021663666
intact_direct,42,42,p01,24,5436,105,1,0.008873667567968369,-0.0046106427907943726
intact_direct,42,42,p01,25,5531,109,1,-0.008585963398218155,0.005126522853970528
intact_direct,42,42,p01,26,6312,18,1,-0.009951796382665634,0.0009806888410821557
intact_direct,42,42,p01,27,6434,20,1,-0.008751771412789822,-0.0048380265943706036
intact_direct,42,42,p01,28,6533,105,1,-0.007321215234696865,0.006811740342527628
intact_direct,42,42,p01,29,6781,20,1,-0.00021447123435791582,0.009997699409723282
intact_direct,42,42,p01,30,6967,19,1,0.002100243465974927,-0.008515328168869019
intact_direct,42,42,p01,31,7005,107,1,-0.009989297948777676,0.0004625168221537024
intact_direct,42,42,p01,32,7168,111,1,0.007877547293901443,-0.0061598909087479115
intact_direct,42,42,p01,33,7340,18,1,0.002286056522279978,0.009735191240906715
intact_direct,42,42,p01,34,7567,19,1,0.003465974936261773,-0.009380139410495758
intact_direct,42,42,p01,35,7595,17,1,0.002238562563434243,-0.009746221825480461
intact_direct,42,42,p01,36,7728,15,1,-0.008728429675102234,0.004880011547356844
intact_direct,42,42,p01,37,7782,108,1,0.008751004002988338,-0.004839414265006781
intact_direct,42,42,p01,38,7807,19,1,-0.0008477559313178062,-0.009964000433683395
intact_direct,42,42,p01,39,7848,105,1,-0.009155277162790298,0.004022548440843821
intact_direct,42,42,p01,40,8219,20,1,0.009998899884521961,-0.00014835612091701478
intact_direct,42,42,p01,41,8274,103,1,-0.004052876494824886,0.009141892194747925
intact_direct,42,42,p01,42,8396,18,1,-0.0011224305490031838,-0.009936807677149773
intact_direct,42,42,p01,43,8594,20,1,0.0024276678450405598,0.00274903723038733
intact_direct,42,42,p01,44,8598,18,1,-0.00748186931014061,-0.006634880322962999
intact_direct,42,42,p01,45,8878,18,1,-0.009027931839227676,-0.004300749395042658
intact_direct,42,42,p01,46,8929,19,1,0.002714688191190362,0.009624472819268703
intact_direct,42,42,p01,47,9275,109,1,-0.008887791074812412,-0.004583357833325863
intact_direct,42,42,p01,48,9710,16,1,-0.006951578892767429,0.007188570685684681
intact_direct,42,42,p01,49,9752,108,1,-0.0020637325942516327,0.009784732945263386
intact_direct,42,42,p02,0,648,17,0,0.0029990512412041426,-0.01977386325597763
intact_direct,42,42,p02,1,686,22,1,-0.011520734056830406,-0.016348477452993393
intact_direct,42,42,p02,2,868,18,1,0.014356795698404312,0.013924166560173035
intact_direct,42,42,p02,3,897,19,1,-0.017925545573234558,-0.008869883604347706
intact_direct,42,42,p02,4,923,17,1,0.01658417470753193,-0.01117878220975399
intact_direct,42,42,p02,5,941,107,0,-0.001029736245982349,-0.019973473623394966
intact_direct,42,42,p02,6,1264,22,0,-0.01522441953420639,0.01296985149383545
intact_direct,42,42,p02,7,1646,19,1,-0.013022773899137974,0.0007675719098187983
intact_direct,42,42,p02,8,1807,18,1,0.004659460391849279,-0.019449664279818535
intact_direct,42,42,p02,9,1990,19,1,0.018706267699599266,-0.007076408714056015
intact_direct,42,42,p02,10,2241,110,1,-0.01493864506483078,-0.013298002071678638
intact_direct,42,42,p02,11,2747,21,1,0.019951142370700836,0.0013971205335110426
intact_direct,42,42,p02,12,3527,18,1,0.0034445803612470627,0.019701138138771057
intact_direct,42,42,p02,13,3682,105,1,0.009882111102342606,-0.017388038337230682
intact_direct,42,42,p02,14,3996,15,1,-0.002988850697875023,-0.019775407388806343
intact_direct,42,42,p02,15,4317,19,1,-0.008038951084017754,-0.018313253298401833
intact_direct,42,42,p02,16,4372,18,1,-0.007246889639645815,0.01864088512957096
intact_direct,42,42,p02,17,4414,17,1,-0.013247262686491013,-0.010476441122591496
intact_direct,42,42,p02,18,4442,19,1,-0.008999529294669628,0.017860809341073036
intact_direct,42,42,p02,19,4497,18,0,-0.014086427167057991,0.014197626151144505
intact_direct,42,42,p02,20,4498,18,1,-0.015464579686522484,-0.012682538479566574
intact_direct,42,42,p02,21,4995,21,1,-0.018591856583952904,-0.007371763698756695
intact_direct,42,42,p02,22,5126,19,1,0.01875264383852482,-0.006952578201889992
intact_direct,42,42,p02,23,5251,20,1,0.01911986619234085,0.005867771804332733
intact_direct,42,42,p02,24,5436,105,1,0.017747335135936737,-0.009221285581588745
intact_direct,42,42,p02,25,5531,109,1,-0.01717192679643631,0.010253045707941055
intact_direct,42,42,p02,26,6312,18,1,-0.01990359276533127,0.0019613776821643114
intact_direct,42,42,p02,27,6434,20,1,-0.017503542825579643,-0.009676053188741207
intact_direct,42,42,p02,28,6533,105,1,-0.00812631007283926,0.013623480685055256
intact_direct,42,42,p02,29,6781,20,1,-0.00042894246871583164,0.019995398819446564
intact_direct,42,42,p02,30,6967,19,1,0.002100243465974927,-0.017030656337738037
intact_direct,42,42,p02,31,7005,107,1,-0.01997859589755535,0.0009250336443074048
intact_direct,42,42,p02,32,7168,111,1,0.015755094587802887,-0.012319781817495823
intact_direct,42,42,p02,33,7340,18,1,0.004572113044559956,0.01147629413753748
intact_direct,42,42,p02,34,7567,19,1,0.006931949872523546,-0.018760278820991516
intact_direct,42,42,p02,35,7595,17,1,0.004477125126868486,-0.019492443650960922
intact_direct,42,42,p02,36,7728,15,1,-0.017456859350204468,0.009760023094713688
intact_direct,42,42,p02,37,7782,108,1,0.017502008005976677,-0.009678828530013561
intact_direct,42,42,p02,38,7807,19,1,-0.0010629261378198862,-0.01992800086736679
intact_direct,42,42,p02,39,7848,105,1,-0.018310554325580597,0.008045096881687641
intact_direct,42,42,p02,40,8219,20,1,0.019997799769043922,-0.00029671224183402956
intact_direct,42,42,p02,41,8274,103,1,-0.008105752989649773,0.01828378438949585
intact_direct,42,42,p02,42,8396,18,1,-0.0022448610980063677,-0.019873615354299545
intact_direct,42,42,p02,43,8594,20,1,0.0024276678450405598,0.00549807446077466
intact_direct,42,42,p02,44,8598,18,0,-0.01496373862028122,-0.013269760645925999
intact_direct,42,42,p02,45,8878,18,1,-0.018055863678455353,-0.008601498790085316
intact_direct,42,42,p02,46,8929,19,1,0.005429376382380724,0.019248945638537407
intact_direct,42,42,p02,47,9275,109,1,-0.017775582149624825,-0.009166715666651726
intact_direct,42,42,p02,48,9710,16,1,-0.013903157785534859,0.014377141371369362
intact_direct,42,42,p02,49,9752,108,1,-0.004127465188503265,0.01956946589052677
intact_direct,42,42,p03,0,648,17,0,0.004498576745390892,-0.029660794883966446
intact_direct,42,42,p03,1,686,22,0,-0.017281100153923035,-0.02452271431684494
intact_direct,42,42,p03,2,868,18,0,0.021535193547606468,0.020886249840259552
intact_direct,42,42,p03,3,897,19,0,-0.026888318359851837,-0.013304824940860271
intact_direct,42,42,p03,4,923,17,0,0.02487626112997532,-0.01676817238330841
intact_direct,42,42,p03,5,941,107,0,-0.0015446043107658625,-0.029960209503769875
intact_direct,42,42,p03,6,1264,22,0,-0.0213855542242527,0.019454777240753174
intact_direct,42,42,p03,7,1646,19,1,-0.019534161314368248,0.0007675719098187983
intact_direct,42,42,p03,8,1807,18,1,0.0069891903549432755,-0.029174495488405228
intact_direct,42,42,p03,9,1990,19,0,0.028059400618076324,-0.010614613071084023
intact_direct,42,42,p03,10,2241,110,0,-0.02240796759724617,-0.019947003573179245
intact_direct,42,42,p03,11,2747,21,0,0.029926711693406105,0.0020956809166818857
intact_direct,42,42,p03,12,3527,18,0,0.005166870541870594,0.029551707208156586
intact_direct,42,42,p03,13,3682,105,1,0.014823166653513908,-0.026082057505846024
intact_direct,42,42,p03,14,3996,15,0,-0.004483276046812534,-0.02966311201453209
intact_direct,42,42,p03,15,4317,19,0,-0.01205842662602663,-0.027469880878925323
intact_direct,42,42,p03,16,4372,18,0,-0.010870334692299366,0.027961326763033867
intact_direct,42,42,p03,17,4414,17,1,-0.013247262686491013,-0.01571466028690338
intact_direct,42,42,p03,18,4442,19,1,-0.013499293476343155,0.02679121308028698
intact_direct,42,42,p03,19,4497,18,0,-0.01824342831969261,0.021296439692378044
intact_direct,42,42,p03,20,4498,18,1,-0.02319686859846115,-0.01902380771934986
intact_direct,42,42,p03,21,4995,21,0,-0.02788778394460678,-0.01105764601379633
intact_direct,42,42,p03,22,5126,19,0,0.028128966689109802,-0.010428867302834988
intact_direct,42,42,p03,23,5251,20,0,0.028679797425866127,0.0088016577064991
intact_direct,42,42,p03,24,5436,105,0,0.026621002703905106,-0.013831928372383118
intact_direct,42,42,p03,25,5531,109,0,-0.025757888332009315,0.015379568561911583
intact_direct,42,42,p03,26,6312,18,0,-0.029855389147996902,0.002942066639661789
intact_direct,42,42,p03,27,6434,20,1,-0.02625531330704689,-0.014514079317450523
intact_direct,42,42,p03,28,6533,105,1,-0.00812631007283926,0.02043522149324417
intact_direct,42,42,p03,29,6781,20,0,-0.0006434136885218322,0.029993100091814995
intact_direct,42,42,p03,30,6967,19,1,0.002100243465974927,-0.025545982643961906
intact_direct,42,42,p03,31,7005,107,1,-0.0299678947776556,0.0013875503791496158
intact_direct,42,42,p03,32,7168,111,1,0.02363264001905918,-0.018479671329259872
intact_direct,42,42,p03,33,7340,18,1,0.006858169566839933,0.01147629413753748
intact_direct,42,42,p03,34,7567,19,1,0.010397925041615963,-0.028140418231487274
